"TR_CODE","REPORTING_DATE","REGULATION_REFERENCE","NAME","DESCRIPTION","CPU/RAM","DATE","MIN_USAGE","AVG_USAGE","MAX_USAGE","INCIDENT_RELATED","TR_INCIDENT_ID"
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-09","0.005","0.021","0.420","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-09","0.118","0.168","0.228","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-10","0.005","0.034","0.510","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-10","0.122","0.167","0.236","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-11","0.002","0.027","0.569","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-11","0.031","0.155","0.219","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-12","0.006","0.028","0.618","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-12","0.095","0.159","0.260","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-13","0.007","0.039","0.648","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-13","0.128","0.177","0.245","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-14","0.006","0.018","0.304","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-14","0.155","0.178","0.193","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-15","0.006","0.019","0.305","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-15","0.186","0.190","0.199","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-16","0.002","0.028","0.640","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-16","0.083","0.186","0.224","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-17","0.006","0.017","0.443","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-17","0.093","0.147","0.217","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-18","0.006","0.032","0.792","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-18","0.123","0.146","0.284","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-19","0.006","0.036","0.474","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-19","0.129","0.169","0.274","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-20","0.007","0.045","0.739","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-20","0.138","0.193","0.333","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-21","0.007","0.026","0.136","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-21","0.182","0.191","0.231","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-22","0.007","0.023","0.230","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-22","0.186","0.187","0.194","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-23","0.007","0.026","0.388","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-23","0.145","0.191","0.222","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-24","0.006","0.036","0.313","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-24","0.177","0.212","0.255","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-25","0.005","0.031","0.398","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-25","0.185","0.220","0.256","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-26","0.005","0.026","0.195","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-26","0.204","0.215","0.248","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-27","0.005","0.024","0.251","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-27","0.181","0.208","0.232","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-28","0.005","0.026","0.440","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-28","0.159","0.206","0.226","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-29","0.005","0.024","0.318","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-29","0.150","0.205","0.231","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-30","0.005","0.033","0.797","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-30","0.153","0.214","0.270","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","CPU","2024-01-31","0.003","0.035","0.444","No",""
"TRRGS","2024-03-15","EMIR","Cloudera"," Cloudera data warehouse","RAM","2024-01-31","0.127","0.199","0.252","No",""
